,Unnamed: 0,ListingKey,LoanStatus,FriendsInvolved,LoanOriginalAmount,ListingCreationDate,FriendsInvolvedNum,LoanStatusNum,FriendsAndStatus
61,916,865C3417106527694A137F5,Paid,No,1500,2008,0,1,Paid/False
62,922,3E2D3423522810860DBC36B,Paid,No,2000,2008,0,1,Paid/False
63,927,3E393418801908904F734EB,Paid,No,3000,2008,0,1,Paid/False
64,935,3E6334163897800675BCE34,Paid,No,1000,2008,0,1,Paid/False
65,954,0ABC34181991286271447F8,Paid,No,7500,2008,0,1,Paid/False
66,962,32763431438264028DA5E86,Defaulted,No,14000,2008,0,0,Defaulted/False
67,1004,2E1E341339094190219FF44,Defaulted,No,1500,2008,0,0,Defaulted/False
68,1005,2E29341833986637037BD06,Paid,No,6001,2008,0,1,Paid/False
69,1020,3568342118945204252BF90,Paid,No,4500,2008,0,1,Paid/False
70,1032,0A463431697275443B0C433,Paid,No,5000,2008,0,1,Paid/False
71,1048,2E763413594231486FA3C8F,Paid,No,5000,2008,0,1,Paid/False
72,1067,359B34104997669507AABA8,Paid,No,3000,2008,0,1,Paid/False
73,1084,3FB83420164808623A7CCF4,Paid,No,12000,2008,0,1,Paid/False
74,1115,08EC34187710621903C6E8A,Paid,No,2500,2008,0,1,Paid/False
75,1134,2EF13421061165476DDF730,Defaulted,Yes,4000,2008,1,0,Defaulted/True
76,1138,2E493419352523855DD2020,Paid,No,1000,2008,0,1,Paid/False
77,1142,026A3430080076772A0C8EF,Paid,No,3300,2008,0,1,Paid/False
78,1149,0252341638339740595CF0B,Paid,No,10000,2008,0,1,Paid/False
79,1202,3769342939275188913D6F5,Paid,No,2500,2008,0,1,Paid/False
80,1212,7D7D3422972217892D1CA2D,Paid,No,9750,2008,0,1,Paid/False
81,1256,37853424589798146D95E5B,Paid,No,1000,2008,0,1,Paid/False
82,1266,0A073424703510061A1B37F,Paid,No,2800,2008,0,1,Paid/False
83,1282,44D134302542327622EE97A,Paid,Yes,2900,2008,1,1,Paid/True
84,1286,30153421680603213C88BB5,Paid,No,5000,2008,0,1,Paid/False
85,1313,433A3417692714748288E5A,Paid,No,10000,2008,0,1,Paid/False
86,1328,44DE34228387531664B154B,Paid,No,7000,2008,0,1,Paid/False
87,1343,302E34143922771200C9DB1,Paid,No,7000,2008,0,1,Paid/False
88,1350,0B5D3423199817275798DCE,Paid,No,6000,2008,0,1,Paid/False
89,1353,0B843428318246347DA2C09,Paid,No,5000,2008,0,1,Paid/False
90,1356,02803415966900900B282E0,Paid,No,1450,2008,0,1,Paid/False
91,1372,5C74342902338613782F8B3,Defaulted,No,2000,2008,0,0,Defaulted/False
92,1385,40503420635714073834DCE,Paid,Yes,9000,2008,1,1,Paid/True
93,1415,039B3414853235469D324BC,Paid,Yes,2000,2008,1,1,Paid/True
94,1523,441834298082561970312F8,Paid,No,1250,2008,0,1,Paid/False
95,1539,81C23416906406503504CB1,Paid,No,23000,2008,0,1,Paid/False
96,1563,0BF73410734234903F24606,Paid,No,7500,2008,0,1,Paid/False
97,1571,02D13420703286872CA2A14,Paid,No,2300,2008,0,1,Paid/False
98,1584,81F134280033697456285DE,Paid,No,1000,2008,0,1,Paid/False
99,1586,820B3427715771996636334,Paid,No,5500,2008,0,1,Paid/False
100,1588,6FF23426272098899579C78,Paid,No,1000,2008,0,1,Paid/False
101,1589,6FF83421274403246CE4EB8,Paid,No,1000,2008,0,1,Paid/False
102,1591,700334173050099707A5DD3,Paid,No,3000,2008,0,1,Paid/False
103,1613,0B093420208995602EC1600,Paid,No,1000,2008,0,1,Paid/False
104,1626,031434246499496673A8C83,Paid,No,5000,2008,0,1,Paid/False
105,1637,700D34156139431433EB0B1,Paid,No,13000,2008,0,1,Paid/False
106,1687,653A343415096753474D363,Paid,No,5000,2008,0,1,Paid/False
107,1708,39E234206523115950677FB,Paid,No,5000,2008,0,1,Paid/False
108,1710,39FF3430141215243D5344E,Paid,No,1000,2008,0,1,Paid/False
109,1727,03763416623026379431D70,Paid,No,2200,2008,0,1,Paid/False
110,1736,47953426244916123135C1B,Paid,No,25000,2008,0,1,Paid/False
111,1737,47A83427529068743FD2BA4,Paid,No,5500,2008,0,1,Paid/False
112,1746,0B5334285516102434D4FD2,Paid,No,2000,2008,0,1,Paid/False
113,1754,8A813430372939173259351,Paid,No,1500,2008,0,1,Paid/False
114,1755,8A8734207358936960342A9,Paid,No,3000,2008,0,1,Paid/False
115,1804,4B873418092912451E430ED,Paid,No,4850,2008,0,1,Paid/False
116,1830,8A9A34236451039824A844D,Paid,No,5000,2008,0,1,Paid/False
117,1840,36763429707882661A52E47,Defaulted,No,7000,2008,0,0,Defaulted/False
118,1849,36B234187304607718F4F8F,Paid,No,8500,2008,0,1,Paid/False
119,1854,36C934231125575965B4287,Defaulted,No,8000,2008,0,0,Defaulted/False
120,1856,3163341756652308236B75B,Paid,No,3500,2008,0,1,Paid/False
121,1862,317F34174217129047B60B4,Paid,No,2000,2008,0,1,Paid/False
122,1871,02D334261792762040AB306,Paid,No,15000,2008,0,1,Paid/False
123,1878,0C183423136776474BBFEB5,Paid,No,2800,2008,0,1,Paid/False
124,1882,0C33341534060557667B09D,Paid,No,4000,2008,0,1,Paid/False
125,1890,35353431022470956C65667,Paid,No,15000,2008,0,1,Paid/False
126,1899,36DF34131441852292DC9F7,Paid,No,6000,2008,0,1,Paid/False
127,1919,29B434202610164516132CC,Paid,No,1400,2008,0,1,Paid/False
128,1928,02FE342689868826241FC66,Paid,No,4000,2008,0,1,Paid/False
129,1936,0C533432626774780199BE5,Defaulted,No,5000,2008,0,0,Defaulted/False
130,1939,0BE034197623603861A02B7,Paid,No,5500,2008,0,1,Paid/False
131,1965,3A2E34151061490931AA50C,Paid,No,5100,2008,0,1,Paid/False
132,1973,543034288287789333802D7,Paid,No,1400,2008,0,1,Paid/False
133,1977,293D3420634449375CF70CE,Paid,No,1500,2008,0,1,Paid/False
134,1982,2AB934241568201232E8542,Paid,No,3000,2008,0,1,Paid/False
135,1988,03803418750555302A73E01,Paid,No,2000,2008,0,1,Paid/False
136,2000,0B093419381381390F5A55D,Paid,No,2700,2008,0,1,Paid/False
137,2008,4BD134138219671510763E6,Paid,No,3400,2008,0,1,Paid/False
138,2011,4BDE341814756795568F652,Paid,No,4500,2008,0,1,Paid/False
139,2014,6328342864892863238694E,Paid,No,4000,2008,0,1,Paid/False
140,2016,634634252065230426D6A0C,Paid,No,7500,2008,0,1,Paid/False
141,2022,3A6B341730722982325B229,Paid,No,4250,2008,0,1,Paid/False
142,2025,3A7F34097707597533E7E2B,Defaulted,No,1800,2008,0,0,Defaulted/False
143,2027,3A943412563074163556FB3,Paid,No,3000,2008,0,1,Paid/False
144,2039,2ACB34253444997117FF058,Paid,No,1000,2008,0,1,Paid/False
145,2051,0BCC3424055133345C0EB97,Paid,No,10000,2008,0,1,Paid/False
146,2054,0BDB34180814681750D41BC,Defaulted,No,14000,2008,0,0,Defaulted/False
147,2064,033C3414172224855C80130,Paid,No,7000,2008,0,1,Paid/False
148,2098,5E223415431746336D8889E,Defaulted,No,4000,2008,0,0,Defaulted/False
149,2113,0C9534088892635241BF37E,Paid,No,15000,2008,0,1,Paid/False
150,2116,0CBD3415291328158EF231B,Paid,No,1000,2008,0,1,Paid/False
151,2121,035434253334676255F7F41,Paid,No,1500,2008,0,1,Paid/False
152,2125,03D13427698396729470DED,Paid,No,5000,2008,0,1,Paid/False
153,2138,63C834266699362309CB3D8,Paid,No,1500,2008,0,1,Paid/False
154,2145,447D34282016235577935E1,Paid,No,3000,2008,0,1,Paid/False
155,2151,5E223417287248451AB5340,Defaulted,No,9000,2008,0,0,Defaulted/False
156,2153,732834242427528940FA1CA,Paid,No,6500,2008,0,1,Paid/False
157,2165,288E3422702360703F1AFD0,Paid,No,3800,2008,0,1,Paid/False
158,2178,03DB341793072956013D854,Paid,No,8500,2008,0,1,Paid/False
159,2185,0422342634439358892A8F3,Paid,No,1000,2008,0,1,Paid/False
160,2190,4C6434287448118843588A9,Paid,No,7500,2008,0,1,Paid/False
161,2191,4C66342245123355954B9E0,Paid,No,6000,2008,0,1,Paid/False
162,2215,7FED342647462443393EC72,Paid,No,10000,2008,0,1,Paid/False
163,2240,04243432752890424E38264,Paid,No,15000,2008,0,1,Paid/False
164,2241,0431341404862254316E70F,Paid,No,3500,2008,0,1,Paid/False
165,2245,041F3430145017632AA8BA0,Paid,No,3500,2008,0,1,Paid/False
166,2278,75C1340870495218297140F,Paid,No,1200,2008,0,1,Paid/False
167,2286,2A973412423482937889321,Paid,No,9800,2008,0,1,Paid/False
168,2307,03A33419129859583002DE0,Paid,No,3000,2008,0,1,Paid/False
169,2319,8BDA34271332178305F7CD2,Paid,No,3000,2008,0,1,Paid/False
170,2335,456C3424234068599C4E6D6,Paid,No,3000,2008,0,1,Paid/False
171,2387,6C873418224874925C77C41,Paid,No,6000,2008,0,1,Paid/False
172,2401,67AA34214568929646C41AF,Paid,Yes,10000,2008,1,1,Paid/True
173,2417,2ACD3410391908850A8ABE3,Paid,No,5400,2008,0,1,Paid/False
174,2419,2AD4342127815041162FB28,Paid,No,5000,2008,0,1,Paid/False
175,2436,359C342358078739555A6FF,Paid,No,2000,2008,0,1,Paid/False
176,2439,35A13424974358555DA99CA,Defaulted,No,23500,2008,0,0,Defaulted/False
177,2443,6C9B3432145973850F93E1C,Paid,No,5000,2008,0,1,Paid/False
178,2450,45D734313504153561DE209,Paid,No,2500,2008,0,1,Paid/False
179,2464,0C6F34231440245678BCE4F,Paid,No,1000,2008,0,1,Paid/False
180,2499,6CB134196242720045F92C6,Paid,No,15000,2008,0,1,Paid/False
181,2521,0D38341385614847318B517,Defaulted,Yes,2500,2008,1,0,Defaulted/True
182,2524,0D6B3416284693704C7E020,Paid,No,20000,2008,0,1,Paid/False
183,2525,77E13417669548163BBB5DE,Paid,No,6001,2008,0,1,Paid/False
184,2535,2D0F3417272610947BF14C0,Defaulted,No,2000,2008,0,0,Defaulted/False
185,2547,0460341749067110242E691,Paid,No,1200,2008,0,1,Paid/False
186,2555,41253431900937816BD0F50,Paid,No,1500,2008,0,1,Paid/False
187,2565,64813416469430849685460,Paid,No,7500,2008,0,1,Paid/False
188,2589,674A3410296423942454D04,Paid,No,6500,2008,0,1,Paid/False
189,2590,6752343284214262775578E,Paid,No,2250,2008,0,1,Paid/False
190,2596,299834193720923098E950E,Defaulted,No,15000,2008,0,0,Defaulted/False
191,2649,40403417635685390464F00,Paid,No,1500,2008,0,1,Paid/False
192,2665,29B63419086035796C50524,Paid,No,1500,2008,0,1,Paid/False
193,2668,29C73421018531205ADBD9B,Paid,No,4500,2008,0,1,Paid/False
194,2677,04C6340866383223363C129,Paid,No,8600,2008,0,1,Paid/False
195,2682,551D34269163342648576DC,Paid,No,8000,2008,0,1,Paid/False
196,2733,2B71341448514747317A8D1,Defaulted,No,1000,2008,0,0,Defaulted/False
197,2738,0482343255413332016D640,Paid,No,1000,2008,0,1,Paid/False
198,2759,4B033423696742544FF2CC9,Paid,No,10000,2008,0,1,Paid/False
199,2789,2B833428352386344F8B31B,Paid,No,3500,2008,0,1,Paid/False
200,2799,03D134247677566953472B1,Paid,No,1000,2008,0,1,Paid/False
201,2806,742E34217139671366771F4,Paid,No,1000,2008,0,1,Paid/False
202,2814,4B0A3423651602072B14F21,Paid,No,3000,2008,0,1,Paid/False
203,2820,4B283413612171839EE3282,Paid,No,22000,2008,0,1,Paid/False
204,2821,4B2B3414437823005B69C53,Paid,No,6000,2008,0,1,Paid/False
205,2826,76AF342643388900444F9E4,Paid,No,5000,2008,0,1,Paid/False
206,2838,47A93424381268312538E3C,Paid,No,7500,2008,0,1,Paid/False
207,2840,40643414829198167FE6833,Paid,Yes,10000,2008,1,1,Paid/True
208,2867,73F93420678411895E114FB,Paid,No,2000,2008,0,1,Paid/False
209,2885,8D8234310841652738AC5C9,Paid,No,9000,2008,0,1,Paid/False
210,2935,47D53428495179095B60821,Defaulted,No,1700,2008,0,0,Defaulted/False
211,2945,8DB7341826747418398B3F3,Paid,No,4500,2008,0,1,Paid/False
212,2947,8DBF3413226640639E39498,Paid,No,2800,2008,0,1,Paid/False
213,2957,0D903423890328001E022DE,Paid,No,8200,2008,0,1,Paid/False
214,2959,0D963434128426288531A3D,Paid,No,5000,2008,0,1,Paid/False
215,2966,42BC3413824335422360502,Defaulted,No,8000,2008,0,0,Defaulted/False
216,2986,056D341035087306116E748,Paid,No,1500,2008,0,1,Paid/False
217,2993,80ED3414235133512E540FD,Paid,No,1000,2008,0,1,Paid/False
218,3038,2CD9342626096770964A387,Paid,No,10000,2008,0,1,Paid/False
219,3046,059A3430461485591E41EF8,Paid,No,2500,2008,0,1,Paid/False
220,3057,7742342412334136503E8FD,Paid,No,4000,2008,0,1,Paid/False
221,3094,2C0134266931853405C60B6,Paid,No,1200,2008,0,1,Paid/False
222,3095,2C0B3420063293228CD27EC,Paid,No,2000,2008,0,1,Paid/False
223,3101,28A33416748539853A4282D,Paid,No,10000,2008,0,1,Paid/False
224,3103,05C6342054352218461D891,Paid,No,6000,2008,0,1,Paid/False
225,3111,686F3411367193660C64C08,Paid,No,12500,2008,0,1,Paid/False
226,3138,0DA93410406303961505A47,Defaulted,No,15000,2008,0,0,Defaulted/False
227,3139,0D113411340854705FB10FA,Paid,No,12000,2008,0,1,Paid/False
228,3155,495D34194420821178726D1,Paid,No,4500,2008,0,1,Paid/False
229,3158,28C93428070486931A5E8AA,Paid,No,1000,2008,0,1,Paid/False
230,3229,051B3424023836527B56D11,Paid,No,10000,2008,0,1,Paid/False
231,3233,0535342370488762281382A,Paid,No,1000,2008,0,1,Paid/False
232,3235,485A34119778890095F3B1A,Paid,No,2800,2008,0,1,Paid/False
233,3266,954E3419412408125CE40D6,Paid,No,1000,2008,0,1,Paid/False
234,3267,95523421116469063FD0642,Paid,No,5000,2008,0,1,Paid/False
235,3274,49AE3421420104393B7974C,Paid,No,2500,2008,0,1,Paid/False
236,3315,675E342758915775460D207,Paid,No,5000,2008,0,1,Paid/False
237,3353,049734314057359252EC143,Defaulted,No,5000,2008,0,0,Defaulted/False
238,3362,0BFF3416401646218F100B0,Defaulted,No,6000,2008,0,0,Defaulted/False
239,3364,0C0934236310145809EAA12,Paid,No,2400,2008,0,1,Paid/False
240,3382,957E34281407914579F3646,Paid,No,1100,2008,0,1,Paid/False
241,3385,4A1734296157478191612A3,Paid,No,25000,2008,0,1,Paid/False
242,3391,4A2F34167441997160AB5DA,Paid,No,5200,2008,0,1,Paid/False
243,3398,557E3430754921055030ECB,Paid,No,5150,2008,0,1,Paid/False
244,3402,5F1034163316721155DD700,Paid,No,10000,2008,0,1,Paid/False
245,3407,2A9134139238279001280F9,Paid,No,1500,2008,0,1,Paid/False
246,3409,2AA334104784839713C8346,Paid,No,25000,2008,0,1,Paid/False
247,3413,0C253426217604581117A03,Paid,No,1100,2008,0,1,Paid/False
248,3426,05A73417783825804A5D718,Paid,No,4000,2008,0,1,Paid/False
249,3428,04D63409403953067E12C97,Paid,No,1500,2008,0,1,Paid/False
250,3458,81E73427672196977CEBBB2,Paid,No,1000,2008,0,1,Paid/False
251,3465,2BE33421635614762C0CB2F,Paid,No,12000,2008,0,1,Paid/False
252,3467,2BEC3433268462032D94CFA,Paid,Yes,1000,2008,1,1,Paid/True
253,3487,04F334232790941784498F1,Paid,No,4000,2008,0,1,Paid/False
254,3502,863A3419527302976056CA0,Paid,No,2700,2008,0,1,Paid/False
255,3503,8645342901599491910E860,Paid,No,7500,2008,0,1,Paid/False
256,3508,86603431516936449EF7E17,Paid,No,3000,2008,0,1,Paid/False
257,3512,4A7134170927409851FA7BF,Paid,No,1580,2008,0,1,Paid/False
258,3514,4A8134234977777704351E8,Paid,Yes,15000,2008,1,1,Paid/True
259,3537,0E703419504086597A428E7,Paid,No,1500,2008,0,1,Paid/False
260,3543,427C34319334450397BFED8,Paid,No,1250,2008,0,1,Paid/False
261,3552,054634285301630691416ED,Paid,No,7400,2008,0,1,Paid/False
262,3553,05483419818267389A3E2F0,Paid,No,3000,2008,0,1,Paid/False
263,3555,054A3418535961824FDC309,Paid,No,3000,2008,0,1,Paid/False
264,3558,05593423145270299A62EC6,Paid,No,3500,2008,0,1,Paid/False
265,3577,86653416583749277074CB6,Paid,No,10200,2008,0,1,Paid/False
266,3595,693334264305289827F70A3,Paid,No,7500,2008,0,1,Paid/False
267,3607,2A9B3419535096809BEA094,Paid,No,6000,2008,0,1,Paid/False
268,3612,0E3A3413018269546262DA8,Paid,No,3000,2008,0,1,Paid/False
269,3623,41E634215494483515FA6D6,Paid,No,4500,2008,0,1,Paid/False
270,3632,05763414244124980C7C8E7,Defaulted,No,5000,2008,0,0,Defaulted/False
271,3658,7A0534178207139200131A8,Paid,No,5000,2008,0,1,Paid/False
272,3702,77143411190366585D30768,Paid,No,5733,2008,0,1,Paid/False
273,3703,771634122480623658588B1,Paid,No,4000,2008,0,1,Paid/False
274,3715,4B043409842543641546284,Paid,No,7000,2008,0,1,Paid/False
275,3719,751E34137759776321C0DA3,Defaulted,No,3000,2008,0,0,Defaulted/False
276,3772,4B313419221614856AF72BB,Paid,No,7000,2008,0,1,Paid/False
277,3792,97893426451210542704B4F,Paid,No,1500,2008,0,1,Paid/False
278,3801,57D33424912654504019B74,Paid,No,25000,2008,0,1,Paid/False
279,3813,29C93433968485101AF7B8E,Paid,No,2000,2008,0,1,Paid/False
280,3815,42563422475251962832CA9,Paid,No,1800,2008,0,1,Paid/False
281,3832,95D83429345724183DC7E56,Paid,No,8000,2008,0,1,Paid/False
282,3836,971C34307364422305269A2,Paid,No,2500,2008,0,1,Paid/False
283,3837,971E3413529449144B83231,Paid,No,2000,2008,0,1,Paid/False
284,3844,3FCF342729719679240F64F,Paid,No,1500,2008,0,1,Paid/False
285,3850,0E3F3415762915912A777B8,Paid,No,10000,2008,0,1,Paid/False
286,3860,6ABB342660586161445A7DF,Paid,No,15000,2008,0,1,Paid/False
287,3887,060534143878979292A8D5C,Paid,No,4150,2008,0,1,Paid/False
288,3888,060D3415252413900323475,Defaulted,No,7000,2008,0,0,Defaulted/False
289,3927,9FF93420281868987C9DE6C,Paid,No,3000,2008,0,1,Paid/False
290,3949,2EC134294045839678E36BC,Paid,No,1000,2008,0,1,Paid/False
291,3959,514D3414961911625622F03,Paid,No,6000,2008,0,1,Paid/False
292,3960,515834194538149202B539B,Paid,No,1000,2008,0,1,Paid/False
293,3962,51663418292387272A0ACA7,Paid,No,1000,2008,0,1,Paid/False
294,3970,061B341944857271794AF0F,Paid,No,9999,2008,0,1,Paid/False
295,3977,975C341483507764018DAE9,Paid,No,5000,2008,0,1,Paid/False
296,3982,4AB0341626477151732BB38,Paid,No,2950,2008,0,1,Paid/False
297,3988,47F63412871244080D7B50F,Defaulted,No,24000,2008,0,0,Defaulted/False
298,3999,A00534169458031158A1A19,Paid,No,3500,2008,0,1,Paid/False
299,4016,677734162316835885359BE,Paid,No,5000,2008,0,1,Paid/False
300,4035,516F3429706557327B114A9,Paid,No,3000,2008,0,1,Paid/False
301,4049,05593410444478976A8C4D4,Defaulted,No,3000,2008,0,0,Defaulted/False
302,4061,0E38342458439504803846D,Paid,Yes,7450,2008,1,1,Paid/True
303,4071,36013413910868626BB6F58,Paid,No,2000,2008,0,1,Paid/False
304,4079,6782342213749726442263C,Paid,No,10000,2008,0,1,Paid/False
305,4109,48FD3408673801140349290,Defaulted,No,15000,2008,0,0,Defaulted/False
306,4110,48FD3410349620914A3F81E,Paid,No,1600,2008,0,1,Paid/False
307,4115,06273418470216942832D75,Paid,No,1000,2008,0,1,Paid/False
308,4127,0E0C3424809172310F700A8,Defaulted,No,3200,2008,0,0,Defaulted/False
309,4128,0E0F3418607729207B2C97A,Paid,No,6000,2008,0,1,Paid/False
310,4140,417234229264830220350A2,Paid,No,7500,2008,0,1,Paid/False
311,4143,417A341933921003746597D,Paid,No,2800,2008,0,1,Paid/False
312,4160,2B7534228310759573029F8,Paid,Yes,25000,2008,1,1,Paid/True
313,4175,490E3418817018480D8B070,Defaulted,No,2000,2008,0,0,Defaulted/False
314,4176,49173419535396184AD51FB,Paid,No,4000,2008,0,1,Paid/False
315,4192,0668343211905190304755B,Paid,No,6000,2008,0,1,Paid/False
316,4197,05F03413719770677F793AE,Paid,No,3000,2008,0,1,Paid/False
317,4240,2D1C3432969045668E4800F,Paid,Yes,9000,2008,1,1,Paid/True
318,4280,984934280003094352BF7AF,Paid,No,3000,2008,0,1,Paid/False
319,4282,9855341278443016548E71D,Paid,No,6500,2008,0,1,Paid/False
320,4294,4B5D34108034980347B3F18,Paid,Yes,4250,2008,1,1,Paid/True
321,4343,498C3422758592990D2E108,Paid,No,7000,2008,0,1,Paid/False
322,4352,069D3408887943753F0EE4D,Paid,No,10000,2008,0,1,Paid/False
323,4365,4BDC3410502263832695B4A,Paid,No,6500,2008,0,1,Paid/False
324,4374,98603427802520946B7BC9A,Paid,No,5000,2008,0,1,Paid/False
325,4380,86ED3425696003694C2F947,Paid,No,7000,2008,0,1,Paid/False
326,4401,69D134188902087760812DB,Defaulted,No,10000,2008,0,0,Defaulted/False
327,4417,49D13431432597436904C10,Paid,No,1500,2008,0,1,Paid/False
328,4429,485A342450014250475AA00,Paid,Yes,4500,2008,1,1,Paid/True
329,4431,486A3423905830321E944DE,Paid,No,15000,2008,0,1,Paid/False
330,4446,87203417349079420BFAAE5,Paid,No,3100,2008,0,1,Paid/False
331,4451,A02E34169641401221BE64D,Paid,Yes,8000,2008,1,1,Paid/True
332,4457,0F9C34162713983041C7706,Paid,No,9999,2008,0,1,Paid/False
333,4466,2FF53424167802753764694,Paid,No,5200,2008,0,1,Paid/False
334,4468,300734271154289870142E1,Paid,No,1200,2008,0,1,Paid/False
335,4509,98AE341779790764996432F,Paid,No,6000,2008,0,1,Paid/False
336,4519,A04734233658080822C1B07,Paid,No,1000,2008,0,1,Paid/False
337,4520,A04F3432464318225F5A6A6,Paid,No,6500,2008,0,1,Paid/False
338,4525,0FDB34214128190346D5091,Paid,No,25000,2008,0,1,Paid/False
339,4550,6BCB3415198238634D7A13F,Paid,No,4900,2008,0,1,Paid/False
340,4557,989234288711427964CA5CA,Defaulted,No,1500,2008,0,0,Defaulted/False
341,4580,41A3341942889469286C791,Paid,No,1200,2008,0,1,Paid/False
342,4617,307A3422343780910DA7D39,Paid,No,4300,2008,0,1,Paid/False
343,4621,29C83427842617088CF7BE5,Paid,No,3000,2008,0,1,Paid/False
344,4640,98AB34170616930043A6DCD,Paid,No,2700,2008,0,1,Paid/False
345,4644,98C634188424103366984E8,Paid,No,1000,2008,0,1,Paid/False
346,4676,879934211634561607051E3,Paid,Yes,7499,2008,1,1,Paid/True
347,4681,990B3409739945904ECC2CB,Paid,No,15000,2008,0,1,Paid/False
348,4729,063D3414868329378F7F0C6,Paid,No,6300,2008,0,1,Paid/False
349,4758,82A13426909769827307179,Paid,No,1500,2008,0,1,Paid/False
